Departamento,Variable1,Variable2,pendiente,intercepto,pearson
 Cauca,Abstencion,HectareasDeAmapola,0.001141448,0.611820164,0.290488968
 Bogota  D.C.,PorcentajeNo,IndiceRuralidad2014,0.000922316,0.439198063,0
 Magdalena,PorcentajeNo,Secuestro,0.045028669,0.282222504,0.143697175
 Magdalena,PorcentajeSi,TotalSegundaVuelta,-2.06E-06,0.721853696,-0.367919362
 Caqueta,Abstencion,Homicidio,0.000369814,0.686127013,0.259597398
 Norte  de  Santander,Abstencion,VinculacionNinosAdolescentes,0.047346927,0.624602553,0.244985308
 Cundinamarca,PorcentajeSi,HectareasDeCoca,0,0.434061207,0
 Atlantico,PorcentajeNo,AbandonoODespojoDeTierras,0,0.307308696,0
 Atlantico,Abstencion,TotalSegundaVuelta,-3.54E-08,0.765671173,-0.057795761
 Meta,Abstencion,IndiceRuralidad2014,0.139320655,0.503759483,0.47187621
 Casanare,PorcentajeNo,Secuestro,-0.006902885,0.653812133,-0.366530174
 Arauca,PorcentajeNo,TotalPrimeraVuelta,5.34E-06,0.445845455,0.28122049
 Risaralda,PorcentajeNo,HectareasDeCoca,0,0.566721429,0
 Cauca,Abstencion,ParticipacionPrimeraVuelta,-0.596673972,0.840042368,-0.740842448
 Risaralda,PorcentajeNo,Desplazamiento,-0.000257234,0.613182149,-0.79306952
 Bolivar,Abstencion,IndiceRuralidad2014,-0.09564723,0.765732002,-0.326474861
 Vaupes,PorcentajeSi,IndiceRuralidad2014,0.3223498,0.57772571,0.862354705
 Bogota  D.C.,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.09052369,0.41967404,0
 Bolivar,PorcentajeSi,Secuestro,-0.019753589,0.693607582,-0.30991577
 Quindio,PorcentajeSi,TotalSegundaVuelta,3.69E-07,0.371020711,0.260186502
 Magdalena,PorcentajeNo,ParticipacionPrimeraVuelta,-1.161585283,0.690709261,-0.493542875
 Boyaca,Abstencion,Desplazamiento,-0.000111257,0.620482729,-0.140617924
 Sucre,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.7630893,0.928106338,-0.741308722
 Magdalena,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.036363738,0.771375544,-0.06375637
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,TotalSegundaVuelta,1.28E-05,0.683262275,1
 Meta,PorcentajeNo,Secuestro,-0.015105881,0.607622973,-0.343688294
 Vaupes,PorcentajeNo,Secuestro,0.015321172,0.121236428,0.37069306
 Cauca,Abstencion,TotalSegundaVuelta,-5.44E-07,0.624366691,-0.129880653
 Valle  del  Cauca,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.066495025,0.61986637,0.328118862
 Amazonas,PorcentajeNo,AbandonoODespojoDeTierras,0,0.193972727,0
 Cordoba,PorcentajeSi,HectareasDeAmapola,0,0.666846667,0
 Tolima,PorcentajeNo,VotosParaSenado2014,3.09E-07,0.581469086,0.062278557
 Casanare,PorcentajeSi,TotalPrimeraVuelta,-5.16E-06,0.411663233,-0.262867927
 Arauca,PorcentajeNo,VinculacionNinosAdolescentes,0.020076253,0.471197136,0.07289726
 Putumayo,PorcentajeSi,HectareasDeAmapola,-0.118270833,0.654008333,-0.113326471
 Amazonas,Abstencion,Desplazamiento,-1.52E-05,0.738593254,-0.013457206
 Meta,PorcentajeSi,IndiceRuralidad2014,0.505820482,0.191859751,0.729264941
 Narino,PorcentajeSi,MinasAntipersonal,0.025479694,0.664821137,0.243189432
 Amazonas,PorcentajeSi,TotalSegundaVuelta,-2.90E-05,0.847918691,-0.899318204
 Caqueta,Abstencion,Desplazamiento,5.47E-05,0.664959718,0.46946167
 Tolima,PorcentajeSi,HectareasDeCoca,0,0.416251064,0
 Choco,Abstencion,ParticipacionSegundaVuelta,-0.053877154,0.693689645,-0.103912984
 La  Guajira,PorcentajeSi,ParticipacionSegundaVuelta,0.323591547,0.491854614,0.550266127
 Quindio,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.432692319,0.487810493,0.545074526
 Bogota  D.C.,PorcentajeSi,VotosParaSenado2014,4.15E-07,3.07E-13,0
 Norte  de  Santander,PorcentajeNo,ParticipacionSegundaVuelta,0.794123056,0.205828182,0.336954369
 Quindio,PorcentajeSi,VinculacionNinosAdolescentes,-0.068641784,0.383912226,-0.281490493
 Boyaca,PorcentajeSi,VotosParaSenado2014,2.08E-07,0.49732982,0.009138021
 Caldas,Abstencion,ParticipacionSegundaVuelta,-0.718488973,1.001874583,-0.464417001
 Cauca,PorcentajeNo,VinculacionNinosAdolescentes,-0.017149968,0.282547915,-0.094840547
 Putumayo,Abstencion,Homicidio,0.001113029,0.583329353,0.706923622
 Norte  de  Santander,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.894399131,0.742834554,-0.761615172
 Narino,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.101632388,0.640251899,-0.220973953
 Huila,PorcentajeNo,ParticipacionPrimeraVuelta,0.885973228,0.256751221,0.601108915
 Bogota  D.C.,Abstencion,AfectadoPorElConflictoPares2,0,0.5366,0
 Santander,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.061500168,0.629501684,-0.129724603
 Norte  de  Santander,PorcentajeNo,Desplazamiento,-0.000302802,0.678557137,-0.75242863
 Narino,Abstencion,CensoElectoral2016,1.44E-07,0.618259211,0.079685948
 Quindio,Abstencion,Amenaza,0.000293193,0.595892517,0.154160431
 Cesar,PorcentajeNo,AfectadoPorElConflictoPares2,0.028286441,0.453920339,0.175695075
 Bolivar,Abstencion,VotosParaSenado2014,4.55E-07,0.718056409,0.185850969
 Choco,PorcentajeSi,TotalSegundaVuelta,-4.27E-06,0.835275001,-0.200402044
 Arauca,PorcentajeSi,TotalPrimeraVuelta,-5.34E-06,0.554154545,-0.28122049
 Tolima,Abstencion,ParticipacionSegundaVuelta,-0.55187462,0.904833564,-0.623098632
 Boyaca,PorcentajeSi,AfectadoPorElConflictoPares2,-0.02428091,0.499999919,-0.092045326
 Sucre,PorcentajeSi,VinculacionNinosAdolescentes,0.011469259,0.652864959,0.033513323
 Choco,PorcentajeSi,Secuestro,-0.001579756,0.825021732,-0.04651058
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,MinasAntipersonal,0,0.3347,0
 Cundinamarca,PorcentajeSi,HectareasDeAmapola,0,0.434061207,0
 Caqueta,PorcentajeSi,IndiceRuralidad2014,0.440171501,0.246810022,0.586054537
 Tolima,PorcentajeNo,MinasAntipersonal,-0.001538965,0.585355354,-0.068501584
 Guainia,PorcentajeNo,ParticipacionSegundaVuelta,0.339275833,0.150275222,0.263673428
 Cordoba,PorcentajeNo,CensoElectoral2016,8.59E-07,0.298892308,0.500709528
 Putumayo,PorcentajeNo,CensoElectoral2016,-8.22E-07,0.363083822,-0.084026898
 Cesar,PorcentajeSi,HectareasDeCoca,-0.006557809,0.545755133,-0.284531379
 Cordoba,Abstencion,Desplazamiento,-1.91E-05,0.687569594,-0.139435327
 Bolivar,PorcentajeSi,VotosParaSenado2014,-7.38E-07,0.674105053,-0.186820305
 Bogota  D.C.,PorcentajeSi,HectareasDeAmapola,0,0.5608,0
 Atlantico,PorcentajeSi,MinasAntipersonal,0,0.692691304,0
 Sucre,PorcentajeNo,MinasAntipersonal,0.005578982,0.345038132,0.02299865
 Risaralda,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,0.102940058,0.564988382,0.308039932
 Norte  de  Santander,Abstencion,ActosTerroristas,0.003124958,0.620841893,0.261596251
 Meta,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.005554731,0.575481188,-0.009558516
 Cundinamarca,Abstencion,ParticipacionPrimeraVuelta,-0.748184133,0.931173182,-0.904533254
 Atlantico,PorcentajeNo,HectareasDeAmapola,0,0.307308696,0
 Choco,PorcentajeNo,ActosTerroristas,-0.001344547,0.191893759,-0.303648599
 Cundinamarca,PorcentajeSi,ParticipacionPrimeraVuelta,-0.424764541,0.627872479,-0.39504116
 Guainia,PorcentajeNo,HectareasDeCoca,-0.016857367,0.308452344,-0.645231801
 Risaralda,PorcentajeSi,AbandonoODespojoDeTierras,0,0.433278571,0
 Atlantico,Abstencion,VinculacionNinosAdolescentes,1.65759434,0.760280189,0.329728266
 Narino,PorcentajeSi,Desplazamiento,0.000319203,0.607872232,0.630121785
 Arauca,Abstencion,AbandonoODespojoDeTierras,0,0.664814286,0
 Cauca,PorcentajeSi,CensoElectoral2016,-9.33E-07,0.745319852,-0.301745057
 Norte  de  Santander,Abstencion,Secuestro,0.004661413,0.621338271,0.286203754
 Santander,Abstencion,TotalSegundaVuelta,-5.09E-07,0.611339271,-0.256577066
 Bogota  D.C.,PorcentajeNo,TotalPrimeraVuelta,1.75E-07,6.95E-14,0
 Caldas,PorcentajeNo,AfectadoPorElConflictoPares2,-0.034334615,0.616034615,-0.109470268
 Cauca,PorcentajeNo,ParticipacionSegundaVuelta,0.149251177,0.202506149,0.10327436
 Antioquia,PorcentajeSi,HectareasDeCoca,0.000361879,0.41396289,0.25989126
 Bolivar,PorcentajeSi,Desplazamiento,-5.12E-06,0.668348996,-0.023547838
 Risaralda,PorcentajeNo,ParticipacionSegundaVuelta,1.138668122,-0.016268516,0.398948387
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,ActosTerroristas,-30.64,0.8185,-1
 Caldas,PorcentajeSi,Amenaza,0.000856512,0.37395202,0.270881885
 Guainia,Abstencion,HectareasDeAmapola,0,0.820588889,0
 Vichada,PorcentajeNo,ParticipacionPrimeraVuelta,1.742406848,-0.028791509,0.917780094
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,ActosTerroristas,30.64,0.1815,1
 Guainia,PorcentajeSi,Amenaza,0.001876934,0.641907036,0.02778478
 Boyaca,PorcentajeNo,VotosParaSenado2014,-2.08E-07,0.50267018,-0.009138021
 Choco,Abstencion,Amenaza,0.000431811,0.660511398,0.344073942
 Cundinamarca,Abstencion,MinasAntipersonal,0.017458826,0.587302854,0.105202904
 Meta,Abstencion,CensoElectoral2016,-1.67E-07,0.576791134,-0.157640331
 Santander,Abstencion,Amenaza,0.000402988,0.604125884,0.062717361
 Narino,Abstencion,VinculacionNinosAdolescentes,0.058961838,0.610295638,0.256842047
 Arauca,PorcentajeNo,IndiceRuralidad2014,-0.698880228,0.759137134,-0.766391757
 Vichada,Abstencion,Amenaza,0.023151819,0.50532076,0.928415856
 Choco,PorcentajeNo,VotosParaSenado2014,5.32E-06,0.162791761,0.189048892
 Cordoba,PorcentajeNo,Desplazamiento,-1.27E-05,0.335995588,-0.050136962
 Cesar,PorcentajeNo,ActosTerroristas,-0.003396212,0.470968042,-0.152185071
 Sucre,PorcentajeSi,TotalSegundaVuelta,-1.52E-06,0.673440196,-0.272013462
 Casanare,Abstencion,VinculacionNinosAdolescentes,-0.030171559,0.536279945,-0.482904963
 Antioquia,Abstencion,Amenaza,0.000957322,0.672076426,0.261092316
 Tolima,Abstencion,HectareasDeCoca,0,0.638329787,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,AfectadoPorElConflictoPares2,0,0.6653,0
 Caldas,Abstencion,IndiceRuralidad2014,0.136941978,0.567948998,0.599297831
 Casanare,PorcentajeNo,TotalSegundaVuelta,5.05E-06,0.58606982,0.272002376
 Quindio,Abstencion,IndiceRuralidad2014,0.03628165,0.587684016,0.250917539
 Cauca,PorcentajeNo,ActosTerroristas,-0.001512196,0.294325464,-0.285369532
 Risaralda,Abstencion,TotalSegundaVuelta,-4.61E-07,0.638825064,-0.532318292
 Sucre,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.572392869,0.841486067,-0.635293479
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,Amenaza,0.772857143,0.6988,1
 Bogota  D.C.,Abstencion,AbandonoODespojoDeTierras,0,0.5366,0
 Putumayo,PorcentajeNo,HectareasDeCoca,-2.30E-05,0.385077327,-0.351705607
 Sucre,PorcentajeNo,TotalSegundaVuelta,1.52E-06,0.326559804,0.272013462
 Huila,PorcentajeNo,VinculacionNinosAdolescentes,-0.128360397,0.648544218,-0.46911875
 Quindio,PorcentajeNo,Amenaza,0.000392663,0.61789035,0.120776483
 Santander,Abstencion,IndiceRuralidad2014,0.079829233,0.555153586,0.330993845
 Bogota  D.C.,PorcentajeNo,AfectadoPorElConflictoPares2,0,0.4392,0
 Amazonas,PorcentajeSi,MinasAntipersonal,0.041286168,0.803062175,0.070567769
 Vaupes,PorcentajeNo,MinasAntipersonal,0.034940885,0.115734764,0.556702565
 Antioquia,PorcentajeSi,CensoElectoral2016,-5.99E-08,0.423092436,-0.064737301
 Sucre,PorcentajeNo,Homicidio,-0.000459524,0.358699871,-0.180192229
 Huila,PorcentajeNo,MinasAntipersonal,-0.036553631,0.641408962,-0.38545511
 Atlantico,Abstencion,CensoElectoral2016,-9.97E-09,0.765379431,-0.046384454
 Sucre,PorcentajeNo,ActosTerroristas,8.33E-06,0.345877593,0.002232666
 Cauca,PorcentajeSi,ParticipacionSegundaVuelta,-0.149251177,0.797493851,-0.10327436
 Choco,Abstencion,ActosTerroristas,0.000360502,0.672584643,0.169000805
 Narino,PorcentajeNo,Homicidio,-0.003545755,0.398183449,-0.471079875
 Risaralda,Abstencion,Amenaza,0.00122579,0.607146166,0.560191323
 Meta,Abstencion,Homicidio,0.000597337,0.543176532,0.305537211
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,HectareasDeCoca,0,0.7529,0
 Bogota  D.C.,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.110598844,0.512743829,0
 Huila,PorcentajeSi,ActosTerroristas,0.026676981,0.343100085,0.351344963
 Antioquia,Abstencion,MinasAntipersonal,0.002682261,0.691333413,0.085312726
 Putumayo,PorcentajeSi,CensoElectoral2016,8.22E-07,0.636916178,0.084026898
 Meta,Abstencion,Secuestro,0.006057779,0.55264613,0.323784269
 Guainia,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-1.247258095,1.060509761,-0.882080699
 Putumayo,PorcentajeNo,Desplazamiento,-0.000126579,0.424197012,-0.454982144
 Huila,PorcentajeSi,TotalSegundaVuelta,3.23E-07,0.369950934,0.067392406
 Caqueta,Abstencion,ActosTerroristas,-0.001878049,0.728781449,-0.127866659
 Cordoba,PorcentajeSi,Secuestro,-0.024561044,0.672602138,-0.099829843
 Casanare,PorcentajeSi,ActosTerroristas,0.016982208,0.303925619,0.686536726
 Cundinamarca,PorcentajeNo,Homicidio,-0.001052193,0.578942446,-0.20269279
 Bogota  D.C.,Abstencion,CensoElectoral2016,9.67E-08,1.74E-14,0
 Cesar,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.0140777,0.677312622,-0.021610296
 Huila,PorcentajeSi,ParticipacionSegundaVuelta,-0.925913652,0.851925385,-0.624839416
 La  Guajira,Abstencion,HectareasDeAmapola,0,0.736873333,0
 Vaupes,PorcentajeSi,Desplazamiento,-0.000201684,0.887263843,-0.490257264
 Valle  del  Cauca,PorcentajeNo,TotalPrimeraVuelta,-2.14E-07,0.536835891,-0.212732705
 Bogota  D.C.,PorcentajeNo,TotalSegundaVuelta,1.72E-07,6.76E-14,0
 Antioquia,Abstencion,Homicidio,0.000230331,0.679930401,0.123875753
 Vichada,PorcentajeSi,VinculacionNinosAdolescentes,0.292738963,0.349385619,0.827492556
 La  Guajira,Abstencion,ParticipacionSegundaVuelta,-0.753079331,1.051685596,-0.990399303
 Cundinamarca,Abstencion,ActosTerroristas,0.009336546,0.582800295,0.186351808
 Vaupes,Abstencion,ParticipacionPrimeraVuelta,-0.41995618,0.854488678,-0.692663531
 Putumayo,Abstencion,CensoElectoral2016,2.46E-06,0.610759254,0.467058468
 Bolivar,PorcentajeSi,Amenaza,0.001139229,0.653149328,0.092927419
 Atlantico,PorcentajeSi,AfectadoPorElConflictoPares2,0,0.692691304,0
 Risaralda,Abstencion,VotosParaSenado2014,-7.38E-07,0.639175663,-0.541374182
 Bogota  D.C.,Abstencion,HectareasDeAmapola,0,0.5366,0
 Huila,Abstencion,HectareasDeAmapola,0.005337691,0.610210593,0.145908359
 Santander,Abstencion,MinasAntipersonal,-0.014043337,0.609451271,-0.113370279
 Quindio,PorcentajeSi,ActosTerroristas,-0.004099439,0.383435227,-0.221939544
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,HectareasDeAmapola,0,0.3347,0
 Boyaca,PorcentajeNo,AfectadoPorElConflictoPares2,0.02428091,0.500000081,0.092045326
 Atlantico,PorcentajeSi,Amenaza,0.000893423,0.691832841,0.012901587
 Santander,Abstencion,AbandonoODespojoDeTierras,0.001294949,0.606233776,0.037432623
 Caqueta,PorcentajeNo,VinculacionNinosAdolescentes,-0.126168793,0.648073537,-0.514746294
 Guainia,PorcentajeNo,MinasAntipersonal,0,0.239655556,0
 Choco,PorcentajeNo,ParticipacionPrimeraVuelta,0.805182211,-0.053784767,0.463615376
 Caldas,PorcentajeSi,CensoElectoral2016,2.94E-07,0.376768561,0.293070705
 Cesar,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.718796123,0.207439978,0.624955343
 Norte  de  Santander,Abstencion,ParticipacionPrimeraVuelta,-0.68967535,0.89351605,-0.850073128
 Vaupes,PorcentajeNo,TotalPrimeraVuelta,3.07E-05,0.119297494,0.6879411
 Caldas,PorcentajeSi,AfectadoPorElConflictoPares2,0.034334615,0.383965385,0.109470268
 Tolima,Abstencion,Secuestro,0.005471615,0.633327334,0.209482517
 Cundinamarca,PorcentajeSi,Homicidio,0.001052193,0.421057554,0.20269279
 Boyaca,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.540729062,0.162364653,0.659451575
 Bogota  D.C.,PorcentajeSi,Amenaza,0.166889711,0.505726396,0
 La  Guajira,Abstencion,Amenaza,-0.003387278,0.754064897,-0.171731224
 Amazonas,Abstencion,Homicidio,-0.000370324,0.739297458,-0.052474269
 Narino,PorcentajeSi,VotosParaSenado2014,-1.23E-06,0.687258423,-0.116720161
 Valle  del  Cauca,PorcentajeNo,IndiceRuralidad2014,0.090180372,0.495687509,0.229970739
 Putumayo,Abstencion,AbandonoODespojoDeTierras,0.000844295,0.650803847,0.012771211
 Boyaca,Abstencion,HectareasDeAmapola,0,0.615720325,0
 Putumayo,PorcentajeSi,Amenaza,0.000797271,0.623829915,0.20013702
 Boyaca,PorcentajeSi,ParticipacionSegundaVuelta,-0.347825133,0.67985581,-0.162465873
 Meta,PorcentajeNo,HectareasDeAmapola,0,0.557117241,0
 Sucre,PorcentajeSi,HectareasDeCoca,0,0.654069231,0
 Vaupes,Abstencion,Amenaza,-0.000945287,0.78240936,-0.361604975
 La  Guajira,PorcentajeNo,TotalPrimeraVuelta,2.39E-06,0.353557023,0.236074931
 Antioquia,PorcentajeNo,Homicidio,-0.000136992,0.58770517,-0.048172471
 La  Guajira,PorcentajeNo,HectareasDeCoca,0,0.372873333,0
 Choco,PorcentajeSi,ParticipacionPrimeraVuelta,-0.805182211,1.053784767,-0.463615376
 Guaviare,PorcentajeSi,VinculacionNinosAdolescentes,0.139545953,0.403462717,0.72196019
 Caqueta,PorcentajeNo,CensoElectoral2016,4.29E-07,0.49868019,0.07900013
 Santander,PorcentajeSi,ParticipacionSegundaVuelta,0.116884621,0.415694076,0.048656374
 Huila,PorcentajeNo,HectareasDeCoca,0,0.626827027,0
 Arauca,PorcentajeNo,Desplazamiento,0.000122639,0.41883548,0.27264194
 Tolima,PorcentajeSi,Amenaza,0.000165423,0.410755736,0.097660797
 Atlantico,Abstencion,HectareasDeAmapola,0,0.764604348,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,MinasAntipersonal,0,0.7529,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,TotalPrimeraVuelta,4.72E-05,0.129992696,1
 Atlantico,PorcentajeNo,VinculacionNinosAdolescentes,1.819103774,0.302563208,0.212048583
 Boyaca,Abstencion,TotalPrimeraVuelta,-2.40E-06,0.623815852,-0.28188948
 Amazonas,PorcentajeSi,TotalPrimeraVuelta,-3.24E-05,0.847766963,-0.899872378
 Guaviare,PorcentajeSi,HectareasDeAmapola,0,0.660925,0
 Caldas,Abstencion,CensoElectoral2016,-4.42E-07,0.648073886,-0.539085971
 Atlantico,Abstencion,Amenaza,-0.000141778,0.764740578,-0.003493767
 Casanare,PorcentajeSi,TotalSegundaVuelta,-5.05E-06,0.41393018,-0.272002376
 Caldas,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.044174075,0.614892813,0.106497988
 Huila,PorcentajeSi,AfectadoPorElConflictoPares2,0.036964256,0.35718843,0.250684793
 Cordoba,Abstencion,CensoElectoral2016,2.47E-09,0.683184795,0.002655767
 Cundinamarca,Abstencion,TotalPrimeraVuelta,-2.14E-06,0.604946366,-0.394060058
 Bolivar,PorcentajeSi,HectareasDeCoca,-0.000655214,0.680495614,-0.350950196
 Narino,PorcentajeSi,ParticipacionSegundaVuelta,-0.737768203,1.059680829,-0.410395516
 Narino,PorcentajeNo,HectareasDeCoca,-8.13E-06,0.324394994,-0.123313519
 Amazonas,PorcentajeNo,ParticipacionSegundaVuelta,0.691955339,-0.014758746,0.591749076
 Cordoba,PorcentajeSi,AfectadoPorElConflictoPares2,0.004698765,0.665437037,0.046603714
 Bogota  D.C.,PorcentajeNo,HectareasDeAmapola,0,0.4392,0
 Guainia,PorcentajeNo,Homicidio,0.075239936,0.179881606,0.439127281
 Sucre,PorcentajeNo,ParticipacionSegundaVuelta,0.026430183,0.331471934,0.0121576
 Vichada,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.848197294,0.094390632,0.843080931
 Narino,PorcentajeSi,TotalSegundaVuelta,-7.34E-07,0.685349716,-0.09777526
" Archipielago  de  San  Andres, Providencia y Santa Catalina",Abstencion,Desplazamiento,-0.08656,0.9004848,-1
 Cundinamarca,Abstencion,ParticipacionSegundaVuelta,-0.966142422,1.098172219,-0.787236166
 Putumayo,Abstencion,HectareasDeCoca,2.53E-05,0.612010761,0.718939394
 Guaviare,PorcentajeNo,Amenaza,-0.011848333,0.629507267,-0.584304608
 Risaralda,Abstencion,AbandonoODespojoDeTierras,0,0.626842857,0
 Risaralda,PorcentajeNo,AbandonoODespojoDeTierras,0,0.566721429,0
 Vichada,Abstencion,Homicidio,-0.013825129,0.830810443,-0.5371836
 Amazonas,PorcentajeNo,VotosParaSenado2014,3.06E-05,0.153565012,0.893426026
 Guaviare,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.538479798,0.798196749,-0.997129435
 Vaupes,PorcentajeSi,ParticipacionPrimeraVuelta,-0.31212078,0.920265161,-0.363249452
 Arauca,PorcentajeSi,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.800915208,0.868064312,-0.946780643
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,Homicidio,0.494193548,0.339132258,1
 Quindio,PorcentajeNo,CensoElectoral2016,-1.74E-07,0.628824873,-0.261300034
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,CensoElectoral2016,-7.69E-06,0.849388368,-1
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,AbandonoODespojoDeTierras,0,0.3347,0
 Huila,PorcentajeSi,Homicidio,0.002493859,0.329235902,0.339017918
 Valle  del  Cauca,PorcentajeSi,AfectadoPorElConflictoPares2,0.065167091,0.449017329,0.461883451
 Boyaca,PorcentajeSi,PorcentajeOscarIvanZuluagaPrimeraVuelta,-0.318236228,0.616801975,-0.520852101
 Choco,PorcentajeNo,Amenaza,-0.000440408,0.194374571,-0.169054949
 Arauca,PorcentajeSi,Desplazamiento,-0.000122639,0.58116452,-0.27264194
 Amazonas,PorcentajeSi,VotosParaSenado2014,-3.06E-05,0.846434988,-0.893426026
 Santander,PorcentajeSi,CensoElectoral2016,-1.78E-07,0.481505711,-0.087998912
 Guaviare,PorcentajeNo,ActosTerroristas,-0.034016431,0.541387726,-0.88329561
 Vichada,PorcentajeSi,HectareasDeAmapola,0,0.48185,0
 Choco,PorcentajeSi,VinculacionNinosAdolescentes,-0.028096756,0.838535516,-0.193304027
 Cundinamarca,PorcentajeNo,IndiceRuralidad2014,-0.031258207,0.585185846,-0.080639061
 Atlantico,PorcentajeSi,TotalPrimeraVuelta,-7.17E-07,0.70551635,-0.413021994
 Meta,PorcentajeNo,Homicidio,-0.000904431,0.602121745,-0.196923234
 Cauca,Abstencion,ActosTerroristas,-0.000804005,0.628916374,-0.233881251
 Boyaca,PorcentajeSi,TotalPrimeraVuelta,-2.52E-08,0.497913446,-0.001798056
 Boyaca,Abstencion,VinculacionNinosAdolescentes,-0.021964007,0.619663132,-0.203083896
 Guaviare,PorcentajeNo,AbandonoODespojoDeTierras,0,0.339075,0
 Santander,PorcentajeNo,Secuestro,0.032648769,0.499462688,0.263959215
 La  Guajira,PorcentajeSi,VotosParaSenado2014,-2.47E-06,0.656309083,-0.338477238
 Narino,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.660543992,0.193520768,0.691489006
 Cesar,Abstencion,ParticipacionSegundaVuelta,-1.013146693,1.170399282,-0.769149223
 Huila,PorcentajeNo,ActosTerroristas,-0.026676981,0.656899915,-0.351344963
 Putumayo,PorcentajeSi,HectareasDeCoca,2.30E-05,0.614922673,0.351705607
 Casanare,Abstencion,ParticipacionPrimeraVuelta,-0.530720437,0.771745616,-0.531402896
 Vaupes,PorcentajeNo,HectareasDeAmapola,0,0.146133333,0
 Sucre,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.155016574,0.605335708,0.334041674
 Arauca,Abstencion,ActosTerroristas,0.002689227,0.643315838,0.455225315
 La  Guajira,PorcentajeNo,PorcentajeOscarIvanZuluagaSegundaVuelta,0.672296496,0.196346202,0.689636935
 Guainia,PorcentajeSi,VotosParaSenado2014,-2.43E-05,0.66646532,-0.154168292
 Antioquia,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.581937209,0.357521345,0.582323617
 Quindio,Abstencion,PorcentajeOscarIvanZuluagaSegundaVuelta,-0.052756514,0.627140048,-0.100563008
 Boyaca,PorcentajeSi,Homicidio,-0.001708113,0.512380325,-0.21588299
 Casanare,PorcentajeNo,PorcentajeOscarIvanZuluagaPrimeraVuelta,1.255238444,-0.083939805,0.818294512
 La  Guajira,PorcentajeNo,ParticipacionPrimeraVuelta,-0.449240496,0.510322955,-0.596225667
 Caldas,PorcentajeNo,CensoElectoral2016,-2.94E-07,0.623231439,-0.293070705
 Casanare,PorcentajeNo,HectareasDeAmapola,0,0.622389474,0
 Casanare,PorcentajeSi,HectareasDeCoca,0,0.377610526,0
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeSi,VinculacionNinosAdolescentes,0,0.6653,0
 Meta,Abstencion,Amenaza,0.003317268,0.517391808,0.56356186
 La  Guajira,PorcentajeSi,ParticipacionPrimeraVuelta,0.449240496,0.489677045,0.596225667
 Vichada,PorcentajeSi,IndiceRuralidad2014,0.455690332,0.278167814,0.644130652
 Vichada,PorcentajeNo,Amenaza,-0.043773446,0.866805498,-0.894626833
 Vichada,PorcentajeSi,Homicidio,0.010708686,0.372567863,0.212062302
 Cordoba,Abstencion,PorcentajeOscarIvanZuluagaPrimeraVuelta,0.179736951,0.639301102,0.289168861
" Archipielago  de  San  Andres, Providencia y Santa Catalina",PorcentajeNo,VotosParaSenado2014,3.66E-05,0.132961023,1
